id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
27567630,https://www.airbnb.com/rooms/27567630,20251027142502,2025-10-27,city scrape,Spacious Renovated City Home - Averill House,"Averill House was built in 1840 and completely renovated. This spacious, airy house features a large updated kitchen, two full baths, off street parking, a huge yard, and 3 bedrooms. A large front sun porch offers additional room for hanging out. The house offers vintage charm plus all the conveniences of today in a beautiful setting, convenient to many local amenities. Directly across the street from one of our other airbnbs, perfect for large families looking to stay close to each other.","The South Wedge Neighborhood is conveniently located close to downtown Rochester and is minutes from Strong Memorial Hospital, Highland Hospital, and Golisano Children’s Hospital. The neighborhood includes a natural foods grocery store across the street from the house, many restaurants and shops, a craft brewery, and many nightlife options. Highland Park and Mt. Hope Cemetery are within walking distance and offer beautiful scenic views.",https://a0.muscache.com/pictures/bb6dd582-5a25-4f90-a6dd-80ac50d8f1e8.jpg,69507537,https://www.airbnb.com/users/show/69507537,Christina,2016-04-29,"Rochester, NY","I’m a small business owner who lives in the South Wedge neighborhood near our two Airbnb properties. My interests are history and art, I love to do historical research and also enjoy anything creative. My partner, Jim, and I have enjoyed restoring our home and the Airbnb’s and have tried to maintain some of their original features and respect the era in which they were built. Our business, Historic Houseparts, is a retail business that specializes in architectural salvage, restoration supplies and vintage decorative accessories. We’ve used lots of our products in our houses. We also love to travel! So we’ve tried to make our houses feel like places we’d love to stay if we were traveling. ",within an hour,91%,88%,t,https://a0.muscache.com/im/pictures/user/13b845f2-4701-4623-bcf3-17ffcf4bfc48.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/13b845f2-4701-4623-bcf3-17ffcf4bfc48.jpg?aki_policy=profile_x_medium,South Wedge,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,S,,43.14325,-77.60649,Entire home,Entire home/apt,6,2.0,2 baths,3,3,"[""Private patio or balcony"", ""Coffee"", ""Heating"", ""Hot water kettle"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Window AC unit"", ""Shampoo"", ""50 inch HDTV with Roku"", ""Wine glasses"", ""Dining table"", ""Refrigerator"", ""Hot water"", ""Carbon monoxide alarm"", ""Fire pit"", ""Bed linens"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Bathtub"", ""Various brands conditioner"", ""Baking sheet"", ""Ethernet connection"", ""Stainless steel electric stove"", ""Central air conditioning"", ""Changing table - available upon request"", ""Essentials"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Westcott stainless steel oven"", ""Dedicated workspace"", ""Hangers"", ""Outdoor furniture"", ""BBQ grill"", ""Books and reading material"", ""Backyard"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Long term stays allowed"", ""Self check-in"", ""Coffee maker: drip coffee maker, french press"", ""Cooking basics"", ""Free street parking"", ""Smart lock"", ""Portable fans"", ""Dryer"", ""Iron"", ""Toaster"", ""Smoke alarm"", ""Blender"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Bose, Apple Bluetooth sound system"", ""Boutique brands body soap"", ""Shower gel"", ""Clothing storage: closet and dresser"", ""Free washer \u2013 In unit"", ""Freezer""]",$152.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,25,33,61,329,2025-10-27,182,37,1,37,28,222,33744,2020-08-30,2025-09-30,4.93,4.92,4.89,4.97,4.98,4.91,4.86,,f,3,3,0,0,2.90
27581061,https://www.airbnb.com/rooms/27581061,20251027142502,2025-10-27,city scrape,Tiny Tranquility near City Activity,"Glamping in a park-like setting!  This is a well equipped house with a lofted mattress and an outdoor hot shower. You can explore tiny house country/ city living.  <br />  Located on private property separate from the residence and is next to a tranquil pet friendly park, walking path and labyrinth.   You will be 2min from downtown, Wegmans shopping, Cobbs  Hill, which overlooks the city skyline,  all Universities and festivals.. Deer, foxes, bunnies, fire flys, unique birds are not garenteed. 😉","The neighborhood is very safe and dog friendly. Residents are mostly  professors,   professionals past and present Rochester Mayor's.",https://a0.muscache.com/pictures/15806962-7de8-48bf-9038-c6dd30291386.jpg,207545275,https://www.airbnb.com/users/show/207545275,Dina,2018-08-05,"Rochester, NY","Professionally,  global social worker for 26 years. Specializing in  Independant Living Skills Training/ Counseling and education for individuals  with disabilities . Disaster mass care shelter manager.  I'm a continuous world traveler..  always looking to volunteer in remote places around the globe. I have volunteered at  refugee camps in Africa, spider monkey rehab centers in Mexico etc.  My passion is animals of any kind!!  Travel, Tools, Rehabbing old houses, gardening and hosting  amazing cocktail parties :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/12a612c8-106f-4879-8ebb-acacdc9c8f52.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/12a612c8-106f-4879-8ebb-acacdc9c8f52.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,f,Neighborhood highlights,E,,43.14099,-77.55559,Tiny home,Entire home/apt,2,1.0,1 bath,1,2,"[""Private patio or balcony"", ""Coffee"", ""Kitchenette"", ""Heating"", ""Small Refrigerator  refrigerator"", ""Hot water kettle"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Luggage dropoff allowed"", ""Window AC unit"", ""Private outdoor kitchen"", ""Wine glasses"", ""Garden view"", ""Dining table"", ""Hot water"", ""Carbon monoxide alarm"", ""Bed linens"", ""Extra pillows and blankets"", ""Park view"", ""Outdoor dining area"", ""Private backyard \u2013 Not fully fenced"", ""Ethernet connection"", ""Clothing storage: wardrobe"", ""Lockbox"", ""Small individual bar soaps  body soap"", ""Essentials"", ""Cleaning products"", ""Free driveway parking on premises"", ""Laundromat nearby"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Outdoor shower"", ""Courtyard view"", ""Outdoor furniture"", ""BBQ grill"", ""Books and reading material"", ""Coffee maker: Keurig coffee machine"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Pantene conditioner"", ""Pantene  shampoo"", ""Cooking basics"", ""Free street parking"", ""Pets allowed"", ""Barbecue utensils"", ""Valley view"", ""Portable fans"", ""Iron"", ""Mini fridge"", ""Smoke alarm"", ""Shower gel"", ""Drying rack for clothing"", ""Smoking allowed"", ""Freezer""]",$105.00,2,20,1,2,1125,1125,2.0,1125.0,,t,0,0,0,163,2025-10-27,169,39,6,0,27,234,24570,2018-10-05,2025-10-26,4.94,4.96,4.97,5.0,4.99,4.98,4.93,,t,1,1,0,0,1.97
27755983,https://www.airbnb.com/rooms/27755983,20251027142502,2025-10-27,city scrape,Highland Park Gem,"We have recently renovated our beautiful 100+ year old home, a perfect location in the South Wedge/Highland Park neighborhood , where you can walk most anywhere - to Highland park,  dinner, pubs, coffee, and ice cream.<br />We love meeting new guests from different backgrounds and places. You are welcome to join us for a drink, ask for advice on how to spend your stay, or have a quiet evening on your own.  <br />We are just re-opening post COVID and ask that all of our guests be fully vaccinated.","We are located in the South Wedge, a very quaint and friendly neighborhood.  While you will find our home quiet and peaceful, a mere block or two away you will find Highland Park, Highland Hospital, as well as pubs and cafes.  We love our neighborhood and are always happy to help you plan your stay.",https://a0.muscache.com/pictures/miso/Hosting-27755983/original/33e8f4b9-cfed-44e0-aadf-5fd29f70cea0.jpeg,3441801,https://www.airbnb.com/users/show/3441801,Leah,2012-09-01,"Rochester, NY","I am a Canadian, living in the US, interested in travelling and meeting new people and getting a local perspective.  Airbnb is such a great way to have a more personal experience.

Since recently retiring, I also host guests in my home and love sharing Rochester and my neighborhood with visitors.  This helps me fund my travel, and my Pickleball and Platform tennis play.",within an hour,100%,33%,f,https://a0.muscache.com/im/pictures/user/User-3441801/original/c57a3904-a1f2-4d04-af15-e592753d28f7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3441801/original/c57a3904-a1f2-4d04-af15-e592753d28f7.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.13837,-77.60511,Private room in home,Private room,4,1.0,1 private bath,2,2,"[""Heating"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Breakfast"", ""Ceiling fan"", ""Shampoo"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Air conditioning"", ""Ethernet connection"", ""Indoor fireplace"", ""Piano"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Backyard"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Patio or balcony"", ""Keypad"", ""Coffee maker"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Stove"", ""Oven"", ""Cooking basics""]",$73.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,1,15,15,2025-10-27,78,2,0,1,13,12,876,2018-09-16,2024-11-18,5.0,4.99,4.99,4.99,5.0,4.99,4.96,,f,1,0,1,0,0.90
27756174,https://www.airbnb.com/rooms/27756174,20251027142502,2025-10-27,city scrape,A Worldly Designed and Sophisticated Apartment,"Discover the vibrant charm of the Worldly Abode in Rochester's only ApartHotel, a building in which all units are fully furnished apartments with select hotel-like amenities. This one-bedroom loft blends worldly furnishings with cultural influences, creating an inviting living space. Enjoy open living areas, a modern kitchen, a stylish bedroom, and amenities like a fitness center and communal lounge. Immerse yourself in diverse cultures from the comfort of this captivating urban retreat.","Rochester's East End neighborhood is where history, art, and vibrant culture converge in the heart of downtown. This dynamic district boasts a rich cultural scene with historic homes, performance spaces like the Eastman Theater, and nearby arts venues. Culinary delights await at various eateries, from cozy cafes to upscale restaurants. Come evening, the neighborhood comes alive with bustling nightlife, offering bars, pubs, and clubs with live music and specialty cocktails. <br /><br />With its historic landmarks and lively atmosphere, the East End invites you to experience the best of Rochester's urban scene in a compact, energetic space.",https://a0.muscache.com/pictures/prohost-api/Hosting-27756174/original/bfe3ce60-4686-45a3-bef2-d6f08453c71c.jpeg,80496741,https://www.airbnb.com/users/show/80496741,Lewis,2016-06-28,"Rochester, NY","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/bbadfe56-7491-44d3-92ca-9d6ff499c05b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bbadfe56-7491-44d3-92ca-9d6ff499c05b.jpg?aki_policy=profile_x_medium,Swillburg,25,28,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.15555,-77.59485,Entire loft,Entire home/apt,2,1.0,1 bath,1,1,"[""Coffee"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Host greets you"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker"", ""Wine glasses"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Shared gym in building"", ""Central heating"", ""Baking sheet"", ""Central air conditioning"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Room-darkening shades"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Long term stays allowed"", ""Pets allowed"", ""Elevator"", ""Toaster"", ""Iron"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Free washer \u2013 In building"", ""Oven"", ""Clothing storage: closet and dresser"", ""Electric stove"", ""Cooking basics"", ""55 inch TV with standard cable"", ""Freezer""]",$211.00,2,365,2,2,365,365,2.0,365.0,,t,5,17,33,33,2025-10-27,3,2,0,17,1,12,2532,2024-04-08,2025-05-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,21,21,0,0,0.16
27929828,https://www.airbnb.com/rooms/27929828,20251027142502,2025-10-27,city scrape,Claire's Loft,"Park and Oxford 1000 sq ft loft with skylights and off-street parking. In the heart of Rochester's hippest neighborhood, a short walk to restaurants and museums.","We've lived in this neighborhood, in this house, for forty years and walk to our favorite restaurants, museums and theaters.",https://a0.muscache.com/pictures/1bd68493-621b-4ce2-97e8-3f93e26bc6b4.jpg,2581764,https://www.airbnb.com/users/show/2581764,Michael And Margot,2012-06-08,"Rochester, NY",We're from Rochester New York,within an hour,90%,97%,t,https://a0.muscache.com/im/pictures/user/615be681-6a03-428f-8432-f3501922ff52.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/615be681-6a03-428f-8432-f3501922ff52.jpg?aki_policy=profile_x_medium,Park Avenue,6,6,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.14892,-77.58806,Entire loft,Entire home/apt,2,1.0,1 bath,1,1,"[""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Ceiling fan"", ""Shampoo"", ""Wine glasses"", ""Dining table"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Bed linens"", ""Extra pillows and blankets"", ""Air conditioning"", ""Baking sheet"", ""Essentials"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""Coffee maker: Keurig coffee machine"", ""Backyard"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Long term stays allowed"", ""Self check-in"", ""Free street parking"", ""Keypad"", ""Washer"", ""Dryer"", ""Iron"", ""Portable fans"", ""Smoke alarm"", ""Toaster"", ""Stove"", ""Oven"", ""TV"", ""Cooking basics"", ""Freezer""]",$85.00,7,180,7,7,1125,1125,7.0,1125.0,,t,1,14,19,107,2025-10-27,118,23,2,14,14,255,21675,2018-09-02,2025-10-19,4.97,4.97,4.91,4.98,4.99,5.0,4.9,,f,6,6,0,0,1.35
28076757,https://www.airbnb.com/rooms/28076757,20251027142502,2025-10-27,city scrape,The Rose Garden.,"***************Home Away From Home***********<br /><br />Welcome To Beautiful Maple Wood Historic District. Beautiful Furnished 2 Bedrooms With Spacious Furnished Living Room And Dining Room With Many Amenities. Can House Up To 5 Adults In The Bedrooms And More With Living Room/Common Area. ****IMPORTANT**** Double Room Max 3 people, Single Room Max 2 People & Living Room/Common Area Max 2 People.  $107.00 per Room. If more than 3 people you must book according.  Each Area $107.00",Maplewood,https://a0.muscache.com/pictures/515b207d-2ec7-43de-a463-d39a9b100099.jpg,212079746,https://www.airbnb.com/users/show/212079746,Stiebel,2018-08-27,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/f22e8b28-98dd-47eb-9ac3-8658a3284d87.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f22e8b28-98dd-47eb-9ac3-8658a3284d87.jpg?aki_policy=profile_x_medium,Maplewood Historic District,3,3,"['email', 'phone']",t,t,Neighborhood highlights,NW,,43.18471,-77.63544,Private room in guest suite,Private room,5,1.0,1 shared bath,2,2,"[""Private patio or balcony"", ""Heating"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Garden view"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Fire pit"", ""Air conditioning"", ""Private living room"", ""Indoor fireplace"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""BBQ grill"", ""Canal view"", ""Backyard"", ""Hair dryer"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Free street parking"", ""Smart lock"", ""Coffee maker"", ""Iron"", ""Smoke alarm"", ""Gym"", ""TV"", ""Cooking basics""]",$107.00,2,27,2,2,27,27,2.0,27.0,,t,25,55,85,360,2025-10-27,20,0,0,61,1,0,0,2018-09-23,2024-04-09,4.5,4.65,4.85,4.9,4.5,4.55,4.35,,f,3,0,3,0,0.23
28179904,https://www.airbnb.com/rooms/28179904,20251027142502,2025-10-27,city scrape,Beds on Berkeley in the Park Avenue neighborhood,"Our place is clean, bright and spacious. It is a truly warm and inviting space for 1 - 4 guests. We are located in the heart of the Park Avenue neighborhood, where restaurants, cafés and shops are just steps away.<br /><br />It is a super comfortable place with a strong home away from home vibe. <br /><br />We have a very simple check in process and no ""chore"" list for guests at check out.<br /><br />We can accommodate off street parking for two vehicles on the property.<br /><br />We are happy to host a maximum of 4 guests.","You will be less than 1 block from a variety of restaurants, coffee shops, bars and retail. There is a CVS on the corner for your pharmacy needs. East Avenue Wegmans is 1.4 miles away, offering you a first class grocery experience. The George Eastman House, Memorial Art Gallery, Rochester Museum and Science Center and Eastman Theater are all within walking distance.",https://a0.muscache.com/pictures/miso/Hosting-28179904/original/679bcb92-9216-444d-ab19-98c4b7920f9f.jpeg,93448632,https://www.airbnb.com/users/show/93448632,Julie,2016-09-04,"Rochester, NY",We enjoy hosting and are so impressed with the Airbnb community! It is our pleasure to make your stay a 5 star visit! ,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/3e03aa81-4de5-4f4e-aea6-86cc8b307f4e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3e03aa81-4de5-4f4e-aea6-86cc8b307f4e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,Neighborhood highlights,E,,43.14744,-77.57791,Entire rental unit,Entire home/apt,4,2.0,2 baths,2,2,"[""Private patio or balcony"", ""Coffee"", ""Hot water kettle"", ""Kitchen"", ""Dishes and silverware"", ""Private entrance"", ""Ceiling fan"", ""Conditioner"", ""Shampoo"", ""Wine glasses"", ""Board games"", ""Dining table"", ""Refrigerator"", ""Hot water"", ""Carbon monoxide alarm"", ""Fire pit"", ""Bed linens"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Stainless steel oven"", ""Bathtub"", ""Central heating"", ""Fast wifi \u2013 371 Mbps"", ""Baking sheet"", ""Free driveway parking on premises \u2013 2 spaces"", ""Central air conditioning"", ""60 inch HDTV with premium cable, Fire TV"", ""BBQ grill: gas"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Cleaning products"", ""Laundromat nearby"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Outdoor furniture"", ""Coffee maker: Keurig coffee machine"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Cooking basics"", ""Free street parking"", ""Pets allowed"", ""Private backyard \u2013 Fully fenced"", ""Barbecue utensils"", ""Keypad"", ""Body soap"", ""Portable fans"", ""Toaster"", ""Iron"", ""Blender"", ""Smoke alarm"", ""Shower gel"", ""Electric stove"", ""Free washer \u2013 In unit"", ""Freezer""]",$139.00,1,21,1,1,21,21,1.0,21.0,,t,14,28,51,249,2025-10-27,681,72,4,29,81,255,35445,2018-09-12,2025-10-26,4.98,4.99,4.99,4.99,4.99,4.99,4.97,,f,1,1,0,0,7.85
28538990,https://www.airbnb.com/rooms/28538990,20251027142502,2025-10-27,previous scrape,Home Sweet Berry St,"Nestled in North Winton Village on a quiet side street, #homesweetberryst is home to two artists who love creative styling and cozy spaces.  Berry St brings the best of both worlds with close proximity to Main St + Downtown while also offering enjoyable outdoor spaces complete with a second story porch, chiminea fireplace, and fully fenced in yard!  <br /><br />we're now an urban farm with two backyard chickens, mapo + lentil, who will be around during your stay!<br /><br />check us out #homesweetberryst",We love our city!<br /><br />Favorite neighborhood spots:<br />Radio Social<br />Lucky's<br />Three Heads Brewing<br />Scratch Bakeshop<br />Khong Thai<br />Ugly Duck<br />Joebean Coffee Roasters<br />Happy Gut Sanctuary<br /><br />Throughout the city:<br />Swillburger/Playhouse<br />Voula’s Greek Sweets<br />Owl House<br />Verns<br />Apogee Wine Bar<br />Fiorella<br />Cedar Mediterranean,https://a0.muscache.com/pictures/50db6b83-5e6e-40b4-b174-b80c1ba07116.jpg,12882534,https://www.airbnb.com/users/show/12882534,Rachel,2014-03-06,"Rochester, NY","I am a wedding and elopement photographer and my husband is a videographer. Our job often takes us on the road so my husband + I renovated a 1991 Ford RV that we live in part time and have taken cross country with our two pitbull pups! When we’re not traveling, we live in #homesweetberryst in Rochester, NY. ",within a few hours,100%,60%,f,https://a0.muscache.com/im/pictures/user/7f7de57a-4cc4-43aa-9c2a-afd7f16444c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7f7de57a-4cc4-43aa-9c2a-afd7f16444c8.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,E,,43.16021,-77.56066,Entire home,Entire home/apt,6,,1 bath,2,,"[""Coffee"", ""Heating"", ""Hot water kettle"", ""Baby safety gates"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Private entrance"", ""Standalone high chair - always at the listing"", ""Conditioner"", ""Shampoo"", ""Wine glasses"", ""Board games"", ""Dining table"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Hot water"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Fire pit"", ""55 inch HDTV with Chromecast"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Bathtub"", ""Baking sheet"", ""Children's playroom"", ""Pack \u2019n play/Travel crib - available upon request"", ""Essentials"", ""Cleaning products"", ""Laundromat nearby"", ""Fire extinguisher"", ""Trash compactor"", ""Outdoor furniture"", ""Hangers"", ""Rice maker"", ""BBQ grill"", ""Room-darkening shades"", ""Books and reading material"", ""Backyard"", ""Hair dryer"", ""Dishwasher"", ""Self check-in"", ""Sound system"", ""Patio or balcony"", ""Free street parking"", ""Record player"", ""Barbecue utensils"", ""Keypad"", ""Body soap"", ""Coffee maker"", ""Portable fans"", ""Outlet covers"", ""Iron"", ""Toaster"", ""Smoke alarm"", ""Blender"", ""Stove"", ""Oven"", ""Shower gel"", ""Cooking basics"", ""Freezer""]",,2,30,2,2,30,30,2.0,30.0,,t,0,0,0,9,2025-10-27,50,3,0,0,2,18,,2018-10-28,2025-06-23,4.8,4.86,4.84,4.98,4.96,4.86,4.84,,f,1,1,0,0,0.59
28541505,https://www.airbnb.com/rooms/28541505,20251027142502,2025-10-27,city scrape,"Historic, private, unique 2 bdrm in Mt Hope House","College Suite: Travel back in time to a period of exquisite craftsmanship.  We have available the newly refinished 3rd floor of our historic mansion.  There are two charming bedrooms, newly renovated bathroom with spacious subway tile walkin shower, a kitchenette (microwave, coffeemaker, sink, coffeemaker...NO stove), and your own private washer and dryer.  All with hardwood floors and plenty of light from the skylights.  There are two flights of stairs to reach this fun and beautiful apartment.","Located super close to the U of R, we are bordering between the Highland Park neighborhood and the Southwedge.  Both are beautiful, safe communities within the city of Rochester.",https://a0.muscache.com/pictures/c8fe86f8-eebe-4947-8504-033971cd6a2d.jpg,17557180,https://www.airbnb.com/users/show/17557180,Michael And Laura,2014-07-02,"Rochester, NY","Fun loving teachers who have traveled a bit and spent plenty of time on someone else's sofa.  Mike used to be a chef but is now a culinary professor at the local community college.  Laura is a Middle School Math teacher in the city.  

We have  decided to share our home with other travelers after we stayed in some friendly homes in Ireland. We have been having guests for over a year now and it has been a 100% positive experience. 

",within an hour,100%,90%,t,https://a0.muscache.com/im/pictures/user/c05781b4-b8f5-47ca-843a-a5ea8c61356b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c05781b4-b8f5-47ca-843a-a5ea8c61356b.jpg?aki_policy=profile_x_medium,Highland,5,5,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,S,,43.13881,-77.61381,Entire rental unit,Entire home/apt,3,1.0,1 bath,2,2,"[""Coffee"", ""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Kitchen"", ""Wifi"", ""Portable air conditioning"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Wine glasses"", ""Refrigerator"", ""Hot water"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Bed linens"", ""Extra pillows and blankets"", ""Crib"", ""Outdoor dining area"", ""Private backyard \u2013 Not fully fenced"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Outdoor furniture"", ""Hangers"", ""BBQ grill"", ""Books and reading material"", ""Coffee maker: Keurig coffee machine"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Hammock"", ""Keypad"", ""Washer"", ""Dryer"", ""Iron"", ""Mini fridge"", ""Smoke alarm"", ""Toaster"", ""Clothing storage"", ""Shower gel"", ""TV"", ""Freezer""]",$123.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,25,45,73,73,2025-10-27,96,15,3,49,23,90,11070,2021-02-14,2025-10-19,4.94,4.93,4.84,4.98,4.99,4.99,4.96,,f,4,4,0,0,1.68
28565907,https://www.airbnb.com/rooms/28565907,20251027142502,2025-10-27,city scrape,"Cozy Urban Retreat 7 min: UofR,Eastman,RIT,Strong","Experience all that Rochester has to offer when you relax in this beautiful spacious home that has everything you need for a great stay.  Great location, you'll wake up minutes from downtown, restaurants, bars, museums, Greater Rochester International Airport and University of Rochester.  Great for families, groups, vacation or business.  Parking and WiFi included.  You will find our Welcome binder highlighting what our wonderful city has to offer.",,https://a0.muscache.com/pictures/miso/Hosting-28565907/original/8b212e81-eeea-4f57-9049-975a27a38fa3.jpeg,188158653,https://www.airbnb.com/users/show/188158653,Sherrita,2018-05-06,"Rochester, NY",Born and raised in Rochester. Educated in Philadelphia and working in Brooklyn.  My mom and I own this home and have always wanted to do Airbnb.  I am a friendly outgoing person.  I learned many of my creative skills from my decorating/designing mom and you'll see a lot of those details in our home.,within an hour,100%,88%,t,https://a0.muscache.com/im/pictures/user/23ce40e9-1dbb-47b0-bb1c-b38b461f110a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/23ce40e9-1dbb-47b0-bb1c-b38b461f110a.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,,S,,43.14333,-77.64304,Entire home,Entire home/apt,6,1.0,1 bath,3,4,"[""Heating"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""HDTV with Roku"", ""Breakfast"", ""Conditioner"", ""Shampoo"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Hangers"", ""BBQ grill"", ""Backyard"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Self check-in"", ""Patio or balcony"", ""Free street parking"", ""Keypad"", ""Body soap"", ""Coffee maker"", ""Portable fans"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Shower gel"", ""Electric stove"", ""Cooking basics"", ""Freezer""]",$141.00,2,14,2,2,1125,1125,2.0,1125.0,,t,0,0,0,170,2025-10-27,84,7,0,0,8,42,5922,2018-10-20,2025-08-02,4.75,4.89,4.94,4.93,4.93,4.63,4.76,,f,1,1,0,0,0.98
